"","SUBJECT_ID","ACTIVITY_LABEL","variable","mean"
"244",1,"WALKING","time_BodyAccJerk_std_X",-0.113615602435789
"245",1,"WALKING","time_BodyAccJerk_std_Y",0.0670025007684211
"246",1,"WALKING","time_BodyAccJerk_std_Z",-0.502699788526316
"247",1,"WALKING","time_BodyGyro_std_X",-0.473535485894737
"248",1,"WALKING","time_BodyGyro_std_Y",-0.0546077686594737
"249",1,"WALKING","time_BodyGyro_std_Z",-0.344266629473684
"250",1,"WALKING","time_BodyGyroJerk_std_X",-0.207421854757895
"251",1,"WALKING","time_BodyGyroJerk_std_Y",-0.304468510631579
"252",1,"WALKING","time_BodyGyroJerk_std_Z",-0.404255452631579
"253",1,"WALKING","time_BodyAccMag_std",-0.219688645631579
"254",1,"WALKING","time_GravityAccMag_std",-0.219688645631579
"255",1,"WALKING","time_BodyAccJerkMag_std",-0.0744717500625263
"256",1,"WALKING","time_BodyGyroMag_std",-0.186978364526316
"257",1,"WALKING","time_BodyGyroJerkMag_std",-0.325324878894737
"258",1,"WALKING","frequency_BodyAcc_std_X",-0.319134719578947
"259",1,"WALKING","frequency_BodyAcc_std_Y",0.056040006846
"260",1,"WALKING","frequency_BodyAcc_std_Z",-0.279686751494737
"261",1,"WALKING","frequency_BodyAccJerk_std_X",-0.133586606326316
"262",1,"WALKING","frequency_BodyAccJerk_std_Y",0.106739857136
"263",1,"WALKING","frequency_BodyAccJerk_std_Z",-0.534713440421053
"264",1,"WALKING","frequency_BodyGyro_std_X",-0.516691938736842
"265",1,"WALKING","frequency_BodyGyro_std_Y",-0.0335081597884211
"266",1,"WALKING","frequency_BodyGyro_std_Z",-0.436562227473684
"267",1,"WALKING","frequency_BodyAccMag_std",-0.398032586842105
"268",1,"WALKING","frequency_BodyBodyAccJerkMag_std",-0.103492403002105
"269",1,"WALKING","frequency_BodyBodyGyroMag_std",-0.321017953894737
"270",1,"WALKING","frequency_BodyBodyGyroJerkMag_std",-0.381601911789474
"271",1,"WALKING","time_BodyAcc_mean_X",0.277330758736842
"272",1,"WALKING","time_BodyAcc_mean_Y",-0.0173838185273684
"273",1,"WALKING","time_BodyAcc_mean_Z",-0.111148103547368
"274",1,"WALKING","time_GravityAcc_mean_X",0.935223201473684
"275",1,"WALKING","time_GravityAcc_mean_Y",-0.282165021263158
"276",1,"WALKING","time_GravityAcc_mean_Z",-0.068102864
"277",1,"WALKING","time_BodyAccJerk_mean_X",0.0740416333157895
"278",1,"WALKING","time_BodyAccJerk_mean_Y",0.0282721095884211
"279",1,"WALKING","time_BodyAccJerk_mean_Z",-0.00416840617789474
"280",1,"WALKING","time_BodyGyro_mean_X",-0.041830963526
"281",1,"WALKING","time_BodyGyro_mean_Y",-0.0695300462115789
"282",1,"WALKING","time_BodyGyro_mean_Z",0.0849448173042105
"283",1,"WALKING","time_BodyGyroJerk_mean_X",-0.0899975423705263
"284",1,"WALKING","time_BodyGyroJerk_mean_Y",-0.0398428709463158
"285",1,"WALKING","time_BodyGyroJerk_mean_Z",-0.0461309295021053
"286",1,"WALKING","time_BodyAccMag_mean",-0.136971176556842
"287",1,"WALKING","time_GravityAccMag_mean",-0.136971176556842
"288",1,"WALKING","time_BodyAccJerkMag_mean",-0.141428809031579
"289",1,"WALKING","time_BodyGyroMag_mean",-0.160979552536842
"290",1,"WALKING","time_BodyGyroJerkMag_mean",-0.298703679084211
"291",1,"WALKING","frequency_BodyAcc_mean_X",-0.202794306326316
"292",1,"WALKING","frequency_BodyAcc_mean_Y",0.0897127264021053
"293",1,"WALKING","frequency_BodyAcc_mean_Z",-0.331560117789474
"294",1,"WALKING","frequency_BodyAcc_meanFreq_X",-0.207548374494737
"295",1,"WALKING","frequency_BodyAcc_meanFreq_Y",0.113093646103158
"296",1,"WALKING","frequency_BodyAcc_meanFreq_Z",0.0497265196172632
"297",1,"WALKING","frequency_BodyAccJerk_mean_X",-0.170546964549579
"298",1,"WALKING","frequency_BodyAccJerk_mean_Y",-0.0352255241130632
"299",1,"WALKING","frequency_BodyAccJerk_mean_Z",-0.468999224631579
"300",1,"WALKING","frequency_BodyAccJerk_meanFreq_X",-0.209261973376842
"301",1,"WALKING","frequency_BodyAccJerk_meanFreq_Y",-0.386237143210526
"302",1,"WALKING","frequency_BodyAccJerk_meanFreq_Z",-0.185530281244211
"303",1,"WALKING","frequency_BodyGyro_mean_X",-0.339032197115789
"304",1,"WALKING","frequency_BodyGyro_mean_Y",-0.103059416434737
"305",1,"WALKING","frequency_BodyGyro_mean_Z",-0.255940940315789
"306",1,"WALKING","frequency_BodyGyro_meanFreq_X",0.0147844986621053
"307",1,"WALKING","frequency_BodyGyro_meanFreq_Y",-0.0657746190010526
"308",1,"WALKING","frequency_BodyGyro_meanFreq_Z",0.00077332156431579
"309",1,"WALKING","frequency_BodyAccMag_mean",-0.128623450629474
"310",1,"WALKING","frequency_BodyAccMag_meanFreq",0.1906437244
"311",1,"WALKING","frequency_BodyBodyAccJerkMag_mean",-0.0571194000343158
"312",1,"WALKING","frequency_BodyBodyAccJerkMag_meanFreq",0.0938221807027368
"313",1,"WALKING","frequency_BodyBodyGyroMag_mean",-0.199252568986316
"314",1,"WALKING","frequency_BodyBodyGyroMag_meanFreq",0.268844367525895
"315",1,"WALKING","frequency_BodyBodyGyroJerkMag_mean",-0.319308593778947
"316",1,"WALKING","frequency_BodyBodyGyroJerkMag_meanFreq",0.190663448793684
"317",1,"WALKING_DOWNSTAIRS","time_BodyAcc_std_X",0.0300353383483878
"318",1,"WALKING_DOWNSTAIRS","time_BodyAcc_std_Y",-0.0319359434489796
"319",1,"WALKING_DOWNSTAIRS","time_BodyAcc_std_Z",-0.230434213204082
"320",1,"WALKING_DOWNSTAIRS","time_GravityAcc_std_X",-0.950559811632653
"321",1,"WALKING_DOWNSTAIRS","time_GravityAcc_std_Y",-0.937018658979592
"322",1,"WALKING_DOWNSTAIRS","time_GravityAcc_std_Z",-0.895939695102041
"323",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_std_X",-0.012283860544898
"324",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_std_Y",-0.101601390640816
"325",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_std_Z",-0.345735032326531
"326",1,"WALKING_DOWNSTAIRS","time_BodyGyro_std_X",-0.458030542938775
"327",1,"WALKING_DOWNSTAIRS","time_BodyGyro_std_Y",-0.126349194938775
"328",1,"WALKING_DOWNSTAIRS","time_BodyGyro_std_Z",-0.124702454242857
"329",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_std_X",-0.487027342244898
"330",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_std_Y",-0.238824827530612
"331",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_std_Z",-0.268761480242857
"332",1,"WALKING_DOWNSTAIRS","time_BodyAccMag_std",0.0198843506265306
"333",1,"WALKING_DOWNSTAIRS","time_GravityAccMag_std",0.0198843506265306
"334",1,"WALKING_DOWNSTAIRS","time_BodyAccJerkMag_std",-0.0257877197081633
"335",1,"WALKING_DOWNSTAIRS","time_BodyGyroMag_std",-0.225724368061224
"336",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerkMag_std",-0.306510645530612
"337",1,"WALKING_DOWNSTAIRS","frequency_BodyAcc_std_X",0.0243308391387755
"338",1,"WALKING_DOWNSTAIRS","frequency_BodyAcc_std_Y",-0.112963739953061
"339",1,"WALKING_DOWNSTAIRS","frequency_BodyAcc_std_Z",-0.297927894693878
"340",1,"WALKING_DOWNSTAIRS","frequency_BodyAccJerk_std_X",-0.0863278966402041
"341",1,"WALKING_DOWNSTAIRS","frequency_BodyAccJerk_std_Y",-0.134580008877551
"342",1,"WALKING_DOWNSTAIRS","frequency_BodyAccJerk_std_Z",-0.401721464285714
"343",1,"WALKING_DOWNSTAIRS","frequency_BodyGyro_std_X",-0.495422486102041
"344",1,"WALKING_DOWNSTAIRS","frequency_BodyGyro_std_Y",-0.181414728657143
"345",1,"WALKING_DOWNSTAIRS","frequency_BodyGyro_std_Z",-0.238443565306122
"346",1,"WALKING_DOWNSTAIRS","frequency_BodyAccMag_std",-0.186530301073469
"347",1,"WALKING_DOWNSTAIRS","frequency_BodyBodyAccJerkMag_std",-0.104052260726531
"348",1,"WALKING_DOWNSTAIRS","frequency_BodyBodyGyroMag_std",-0.398350390122449
"349",1,"WALKING_DOWNSTAIRS","frequency_BodyBodyGyroJerkMag_std",-0.391919876612245
"350",1,"WALKING_DOWNSTAIRS","time_BodyAcc_mean_X",0.289188320408163
"351",1,"WALKING_DOWNSTAIRS","time_BodyAcc_mean_Y",-0.00991850461020408
"352",1,"WALKING_DOWNSTAIRS","time_BodyAcc_mean_Z",-0.107566190908163
"353",1,"WALKING_DOWNSTAIRS","time_GravityAcc_mean_X",0.931874418979592
"354",1,"WALKING_DOWNSTAIRS","time_GravityAcc_mean_Y",-0.266610338979592
"355",1,"WALKING_DOWNSTAIRS","time_GravityAcc_mean_Z",-0.0621199585938775
"356",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_mean_X",0.0541553164897959
"357",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_mean_Y",0.0296504490408163
"358",1,"WALKING_DOWNSTAIRS","time_BodyAccJerk_mean_Z",-0.0109719730183673
"359",1,"WALKING_DOWNSTAIRS","time_BodyGyro_mean_X",-0.0350781902989796
"360",1,"WALKING_DOWNSTAIRS","time_BodyGyro_mean_Y",-0.0909371290204082
"361",1,"WALKING_DOWNSTAIRS","time_BodyGyro_mean_Z",0.0900850142030612
"362",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_mean_X",-0.0739592036271429
"363",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_mean_Y",-0.0439902783367347
"364",1,"WALKING_DOWNSTAIRS","time_BodyGyroJerk_mean_Z",-0.0270461061061224
"365",1,"WALKING_DOWNSTAIRS","time_BodyAccMag_mean",0.0271882914106122
"366",1,"WALKING_DOWNSTAIRS","time_GravityAccMag_mean",0.0271882914106122
"367",1,"WALKING_DOWNSTAIRS","time_BodyAccJerkMag_mean",-0.0894474807979592
"368",1,"WALKING_DOWNSTAIRS","time_BodyGyroMag_mean",-0.0757412543673469
